prefecture,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Kagawa,2020/04/14,-16,4,7,-31,-8,6
Kagawa,2020/04/15,-18,9,4,-35,-10,7
Kagawa,2020/04/16,-19,2,4,-33,-10,8
Kagawa,2020/04/17,-24,0,-18,-42,-11,9
Kagawa,2020/04/18,-35,-2,-39,-54,-16,12
Kagawa,2020/04/19,-38,-2,-10,-56,-16,10
Kagawa,2020/04/20,-26,-2,-15,-42,-11,9
Kagawa,2020/04/21,-27,-1,-3,-41,-14,10
Kagawa,2020/04/22,-28,-3,-11,-46,-16,10
Kagawa,2020/04/23,-30,-3,-21,-44,-15,11
Kagawa,2020/04/24,-30,-1,-25,-47,-15,11
Kagawa,2020/04/25,-38,0,-19,-55,-21,12
Kagawa,2020/04/26,-43,-8,-25,-63,-22,12
Kagawa,2020/04/27,-27,-3,-5,-43,-15,10
Kagawa,2020/04/28,-25,3,-2,-42,-17,9
Kagawa,2020/04/29,-23,0,15,-60,-63,20
Kagawa,2020/04/30,-24,5,-8,-45,-22,12
Kagawa,2020/05/01,-29,-1,-12,-50,-26,15
Kagawa,2020/05/02,-42,-4,-22,-57,-26,13
Kagawa,2020/05/03,-48,-13,-56,-72,-28,14
Kagawa,2020/05/04,-22,-2,21,-62,-70,27
Kagawa,2020/05/05,-20,3,32,-61,-71,27
Kagawa,2020/05/06,-28,-3,6,-64,-68,27
Kagawa,2020/05/07,-24,-1,-8,-43,-14,10
Kagawa,2020/05/08,-26,-2,-7,-46,-14,11
Kagawa,2020/05/09,-32,-4,-33,-56,-12,11
Kagoshima,2020/02/15,-3,1,-18,-2,2,1
Kagoshima,2020/02/16,-6,-1,-37,-13,0,3
Kagoshima,2020/02/17,-4,0,-15,-1,1,2
Kagoshima,2020/02/18,-5,2,-8,0,0,1
Kagoshima,2020/02/19,1,1,5,3,0,0
Kagoshima,2020/02/20,2,3,8,4,1,0
Kagoshima,2020/02/21,0,1,7,3,1,0
Kagoshima,2020/02/22,-1,4,-5,5,1,1
Kagoshima,2020/02/23,8,6,27,13,4,-2
Kagoshima,2020/02/24,23,4,54,7,-46,10
Kagoshima,2020/02/25,-4,9,-1,0,2,0
Kagoshima,2020/02/26,-1,4,4,-2,2,0
Kagoshima,2020/02/27,2,7,9,-4,2,0
Kagoshima,2020/02/28,3,16,-3,-10,2,1
Kagoshima,2020/02/29,-7,8,-31,-22,3,4
Kagoshima,2020/03/01,-10,3,-41,-29,3,5
Kagoshima,2020/03/02,0,5,2,-14,1,2
Kagoshima,2020/03/03,-4,7,2,-15,0,2
Kagoshima,2020/03/04,-5,1,-13,-17,-1,3
Kagoshima,2020/03/05,-2,4,3,-15,-1,3
Kagoshima,2020/03/06,-4,0,8,-18,-1,3
Kagoshima,2020/03/07,-9,-1,-29,-25,-2,5
Kagoshima,2020/03/08,-5,3,14,-16,2,3
Kagoshima,2020/03/09,-6,-3,-4,-17,0,3
Kagoshima,2020/03/10,-4,5,-18,-18,-2,4
Kagoshima,2020/03/11,1,3,5,-15,-1,2
Kagoshima,2020/03/12,4,4,11,-12,-3,2
Kagoshima,2020/03/13,-1,0,-3,-18,-1,4
Kagoshima,2020/03/14,-1,3,-5,-17,-4,4
Kagoshima,2020/03/15,-6,3,-8,-19,0,4
Kagoshima,2020/03/16,-1,1,8,-13,0,2
Kagoshima,2020/03/17,-3,2,9,-13,-1,2
Kagoshima,2020/03/18,0,1,8,-10,-1,2
Kagoshima,2020/03/19,8,4,0,-6,-1,1
Kagoshima,2020/03/20,19,5,49,-8,-44,11
Kagoshima,2020/03/21,-2,4,31,-6,-5,2
Kagoshima,2020/03/22,-7,-2,-29,-19,0,4
Kagoshima,2020/03/23,1,1,20,-8,0,2
Kagoshima,2020/03/24,4,5,17,-9,-4,2
Kagoshima,2020/03/25,6,6,16,-4,-1,1
Kagoshima,2020/03/26,3,5,-11,-10,-3,2
Kagoshima,2020/03/27,-4,0,-19,-19,-4,4
Kagoshima,2020/03/28,-8,0,-24,-20,-4,5
Kagoshima,2020/03/29,-5,4,16,-15,4,2
Kagoshima,2020/03/30,-3,-2,-26,-16,-6,5
Kagoshima,2020/03/31,2,7,3,-13,-6,3
Kagoshima,2020/04/01,-6,1,-12,-21,-5,4
Kagoshima,2020/04/02,-4,3,23,-19,-6,3
Kagoshima,2020/04/03,-9,1,15,-23,-6,4
Kagoshima,2020/04/04,-11,4,17,-27,-5,5
Kagoshima,2020/04/05,-10,7,29,-27,-4,5
Kagoshima,2020/04/06,-3,5,22,-19,-8,4
Kagoshima,2020/04/07,-9,5,10,-21,-7,4
Kagoshima,2020/04/08,-11,1,11,-21,-6,3
Kagoshima,2020/04/09,-12,2,9,-23,-7,4
Kagoshima,2020/04/10,-12,2,8,-28,-5,4
Kagoshima,2020/04/11,-13,7,10,-34,-9,6
Kagoshima,2020/04/12,-21,-1,-41,-48,-10,9
Kagoshima,2020/04/13,-15,-1,-13,-29,-4,5
Kagoshima,2020/04/14,-15,2,3,-26,-5,4
Kagoshima,2020/04/15,-10,6,0,-25,-5,4
Kagoshima,2020/04/16,-10,4,6,-26,-6,4
Kagoshima,2020/04/17,-16,1,-11,-32,-6,6
Kagoshima,2020/04/18,-19,4,-9,-43,-9,8
Kagoshima,2020/04/19,-27,-3,-23,-51,-11,9
Kagoshima,2020/04/20,-19,-2,-9,-37,-6,6
Kagoshima,2020/04/21,-21,1,-12,-39,-9,6
Kagoshima,2020/04/22,-23,-2,-16,-42,-10,7
Kagoshima,2020/04/23,-24,-2,-16,-44,-11,8
Kagoshima,2020/04/24,-23,0,-12,-46,-10,9
Kagoshima,2020/04/25,-30,2,-13,-50,-17,11
Kagoshima,2020/04/26,-35,-4,-20,-55,-19,11
Kagoshima,2020/04/27,-23,-1,-3,-41,-12,8
Kagoshima,2020/04/28,-20,4,-2,-42,-14,7
Kagoshima,2020/04/29,-18,-2,11,-52,-54,16
Kagoshima,2020/04/30,-21,4,0,-43,-16,9
Kagoshima,2020/05/01,-25,0,-5,-48,-19,11
Kagoshima,2020/05/02,-33,-1,-16,-51,-20,12
Kagoshima,2020/05/03,-38,-8,-52,-64,-25,13
Kagoshima,2020/05/04,-12,0,18,-50,-63,22
Kagoshima,2020/05/05,-12,3,18,-50,-63,21
Kagoshima,2020/05/06,-21,-3,-1,-56,-60,22
Kagoshima,2020/05/07,-20,0,-10,-41,-9,7
Kagoshima,2020/05/08,-21,-1,-8,-43,-9,8
Kagoshima,2020/05/09,-23,0,-21,-50,-7,9
Kanagawa,2020/02/15,-1,6,11,0,3,1
Kanagawa,2020/02/16,-13,-11,-43,-11,-2,3
Kanagawa,2020/02/17,-2,1,5,-1,-1,1
Kanagawa,2020/02/18,1,5,10,-1,-1,1
Kanagawa,2020/02/19,-2,2,15,-4,-1,1
Kanagawa,2020/02/20,-2,6,6,-4,-2,1
Kanagawa,2020/02/21,-3,1,15,-4,0,1
Kanagawa,2020/02/22,-7,0,-3,-5,-1,2
Kanagawa,2020/02/23,0,5,29,1,1,0
Kanagawa,2020/02/24,15,3,69,-34,-59,17
Kanagawa,2020/02/25,-3,9,1,-2,1,1
Kanagawa,2020/02/26,-10,0,-13,-6,-1,2
Kanagawa,2020/02/27,-6,8,2,-8,-1,2
Kanagawa,2020/02/28,-3,18,3,-9,0,3
Kanagawa,2020/02/29,-9,13,-4,-20,1,5
Kanagawa,2020/03/01,-12,10,11,-23,0,4
Kanagawa,2020/03/02,-18,-5,-39,-15,-4,6
Kanagawa,2020/03/03,-3,13,20,-15,-5,5
Kanagawa,2020/03/04,-15,-3,-20,-19,-8,7
Kanagawa,2020/03/05,-8,7,7,-17,-6,6
Kanagawa,2020/03/06,-10,4,20,-17,-6,6
Kanagawa,2020/03/07,-14,3,-10,-24,-6,6
Kanagawa,2020/03/08,-25,-13,-63,-35,-9,7
Kanagawa,2020/03/09,-8,4,19,-14,-5,5
Kanagawa,2020/03/10,-16,-8,-38,-18,-9,8
Kanagawa,2020/03/11,-3,7,44,-15,-7,5
Kanagawa,2020/03/12,-4,8,26,-15,-7,5
Kanagawa,2020/03/13,-6,5,23,-15,-7,6
Kanagawa,2020/03/14,-24,-14,-58,-31,-10,9
Kanagawa,2020/03/15,-7,11,17,-20,-3,4
Kanagawa,2020/03/16,-8,0,4,-13,-5,5
Kanagawa,2020/03/17,-3,5,17,-15,-6,5
Kanagawa,2020/03/18,-4,5,38,-14,-6,4
Kanagawa,2020/03/19,3,7,23,-11,-7,4
Kanagawa,2020/03/20,6,10,71,-37,-59,19
Kanagawa,2020/03/21,-6,6,40,-16,-8,4
Kanagawa,2020/03/22,-10,3,29,-16,-4,3
Kanagawa,2020/03/23,-8,-3,-3,-13,-6,5
Kanagawa,2020/03/24,-1,4,20,-13,-7,5
Kanagawa,2020/03/25,0,11,42,-12,-6,4
Kanagawa,2020/03/26,2,25,40,-13,-8,4
Kanagawa,2020/03/27,-9,13,10,-19,-11,8
Kanagawa,2020/03/28,-32,-1,-16,-40,-16,11
Kanagawa,2020/03/29,-55,-31,-66,-55,-23,13
Kanagawa,2020/03/30,-11,7,-3,-22,-13,8
Kanagawa,2020/03/31,-9,9,7,-22,-12,8
Kanagawa,2020/04/01,-27,-11,-42,-27,-16,11
Kanagawa,2020/04/02,-13,13,31,-25,-17,10
Kanagawa,2020/04/03,-16,10,34,-26,-17,11
Kanagawa,2020/04/04,-26,8,28,-40,-19,11
Kanagawa,2020/04/05,-34,1,-3,-48,-20,10
Kanagawa,2020/04/06,-13,11,25,-25,-18,10
Kanagawa,2020/04/07,-15,8,15,-30,-21,12
Kanagawa,2020/04/08,-30,2,27,-39,-27,15
Kanagawa,2020/04/09,-30,4,18,-42,-30,17
Kanagawa,2020/04/10,-32,7,14,-43,-31,18
Kanagawa,2020/04/11,-37,4,10,-52,-30,15
Kanagawa,2020/04/12,-47,-8,-20,-60,-31,13
Kanagawa,2020/04/13,-51,-28,-60,-51,-36,21
Kanagawa,2020/04/14,-27,12,27,-46,-36,19
Kanagawa,2020/04/15,-30,10,39,-46,-37,19
Kanagawa,2020/04/16,-33,7,18,-49,-38,20
Kanagawa,2020/04/17,-35,10,13,-49,-38,22
Kanagawa,2020/04/18,-61,-27,-60,-66,-38,20
Kanagawa,2020/04/19,-41,4,31,-52,-29,12
Kanagawa,2020/04/20,-47,-16,-50,-52,-39,22
Kanagawa,2020/04/21,-34,7,24,-49,-39,20
Kanagawa,2020/04/22,-40,-3,18,-51,-40,21
Kanagawa,2020/04/23,-39,2,17,-51,-40,21
Kanagawa,2020/04/24,-40,4,16,-50,-39,22
Kanagawa,2020/04/25,-46,-2,-1,-55,-33,16
Kanagawa,2020/04/26,-50,-10,-4,-58,-33,14
Kanagawa,2020/04/27,-42,-9,-15,-50,-39,21
Kanagawa,2020/04/28,-32,6,12,-49,-41,20
Kanagawa,2020/04/29,-34,-3,51,-67,-71,28
Kanagawa,2020/04/30,-35,9,26,-50,-45,23
Kanagawa,2020/05/01,-39,4,23,-52,-47,25
Kanagawa,2020/05/02,-48,-4,1,-56,-37,17
Kanagawa,2020/05/03,-49,-6,0,-56,-35,13
Kanagawa,2020/05/04,-39,-10,-7,-70,-77,34
Kanagawa,2020/05/05,-31,4,46,-68,-77,33
Kanagawa,2020/05/06,-46,-17,-15,-72,-76,34
Kanagawa,2020/05/07,-36,6,18,-45,-37,20
Kanagawa,2020/05/08,-39,3,23,-47,-38,22
Kanagawa,2020/05/09,-43,-2,-4,-51,-27,15
Kochi,2020/02/15,1,3,10,4,3,1
Kochi,2020/02/16,-7,-4,-16,4,-2,2
Kochi,2020/02/17,0,1,2,5,3,1
Kochi,2020/02/18,2,2,9,2,0,1
Kochi,2020/02/19,0,-1,5,2,1,0
Kochi,2020/02/20,3,4,9,6,0,0
Kochi,2020/02/21,-1,0,9,7,1,0
Kochi,2020/02/22,-1,1,-3,4,-2,2
Kochi,2020/02/23,7,5,48,34,2,-1
Kochi,2020/02/24,24,5,72,19,-48,11
Kochi,2020/02/25,4,6,29,8,1,0
Kochi,2020/02/26,0,2,14,3,1,0
Kochi,2020/02/27,1,4,8,2,1,1
Kochi,2020/02/28,-2,8,4,-7,2,1
Kochi,2020/02/29,-12,4,-39,-24,2,5
Kochi,2020/03/01,-12,6,-25,-22,5,4
Kochi,2020/03/02,-5,5,5,-15,2,2
Kochi,2020/03/03,-6,6,14,-12,0,3
Kochi,2020/03/04,-14,-4,-24,-23,-5,6
Kochi,2020/03/05,-7,2,0,-15,-4,4
Kochi,2020/03/06,-12,-1,5,-19,-3,5
Kochi,2020/03/07,-19,-4,-25,-29,-3,7
Kochi,2020/03/08,-14,-2,-12,-25,-4,6
Kochi,2020/03/09,-8,-1,7,-14,-1,4
Kochi,2020/03/10,-6,0,-6,-19,-4,5
Kochi,2020/03/11,-4,0,8,-13,-4,4
Kochi,2020/03/12,-3,1,16,-10,-4,4
Kochi,2020/03/13,-5,1,8,-16,-4,4
Kochi,2020/03/14,-6,0,-12,-18,-6,6
Kochi,2020/03/15,-8,-1,2,-14,-4,4
Kochi,2020/03/16,-2,1,5,-12,-1,4
Kochi,2020/03/17,-2,2,29,-10,-3,3
Kochi,2020/03/18,-4,0,19,-11,-4,3
Kochi,2020/03/19,4,3,9,-5,-3,2
Kochi,2020/03/20,15,9,62,4,-47,13
Kochi,2020/03/21,-4,3,40,4,-6,3
Kochi,2020/03/22,-6,0,15,-3,-1,3
Kochi,2020/03/23,3,0,20,-9,-2,3
Kochi,2020/03/24,2,3,35,-7,-3,3
Kochi,2020/03/25,6,2,25,-6,-4,2
Kochi,2020/03/26,3,4,16,-6,-5,3
Kochi,2020/03/27,-5,-4,-23,-19,-6,6
Kochi,2020/03/28,-9,-3,-25,-21,-5,5
Kochi,2020/03/29,-3,3,23,-7,0,2
Kochi,2020/03/30,0,0,-6,-13,-3,4
Kochi,2020/03/31,-1,2,3,-15,-4,4
Kochi,2020/04/01,-12,-4,-22,-24,-9,5
Kochi,2020/04/02,-6,2,24,-11,-9,4
Kochi,2020/04/03,-11,0,17,-16,-8,5
Kochi,2020/04/04,-15,2,20,-17,-4,5
Kochi,2020/04/05,-14,2,18,-18,-7,5
Kochi,2020/04/06,-10,1,17,-20,-5,4
Kochi,2020/04/07,-9,3,20,-15,-11,5
Kochi,2020/04/08,-16,-2,12,-21,-9,5
Kochi,2020/04/09,-17,-1,5,-18,-8,5
Kochi,2020/04/10,-20,2,-3,-27,-8,7
Kochi,2020/04/11,-29,-1,-9,-32,-18,10
Kochi,2020/04/12,-42,-18,-64,-56,-18,13
Kochi,2020/04/13,-24,-6,-21,-33,-8,8
Kochi,2020/04/14,-21,-4,9,-29,-11,8
Kochi,2020/04/15,-20,1,6,-28,-12,7
Kochi,2020/04/16,-21,-1,8,-25,-12,7
Kochi,2020/04/17,-28,-4,-13,-35,-12,10
Kochi,2020/04/18,-36,-7,-26,-39,-15,11
Kochi,2020/04/19,-37,-11,-12,-37,-17,10
Kochi,2020/04/20,-26,-5,-10,-30,-10,9
Kochi,2020/04/21,-27,-5,7,-30,-15,9
Kochi,2020/04/22,-29,-8,-4,-32,-17,10
Kochi,2020/04/23,-30,-7,-8,-32,-17,10
Kochi,2020/04/24,-33,-4,-7,-34,-16,11
Kochi,2020/04/25,-38,-7,-13,-42,-19,12
Kochi,2020/04/26,-41,-12,-19,-46,-20,11
Kochi,2020/04/27,-27,-6,-3,-34,-15,10
Kochi,2020/04/28,-25,-2,9,-29,-17,9
Kochi,2020/04/29,-24,-9,9,-45,-55,16
Kochi,2020/04/30,-28,-2,0,-36,-19,10
Kochi,2020/05/01,-31,-2,-3,-40,-20,12
Kochi,2020/05/02,-39,-7,-13,-45,-20,12
Kochi,2020/05/03,-43,-18,-53,-62,-24,14
Kochi,2020/05/04,-21,-7,6,-49,-63,24
Kochi,2020/05/05,-20,-3,34,-41,-64,22
Kochi,2020/05/06,-28,-11,-3,-54,-62,23
Kochi,2020/05/07,-26,-4,0,-32,-13,8
Kochi,2020/05/08,-28,-5,-2,-35,-13,9
Kochi,2020/05/09,-34,-10,-34,-47,-13,11
Kumamoto,2020/02/15,2,4,0,3,4,0
Kumamoto,2020/02/16,-9,-7,-24,-7,-4,3
Kumamoto,2020/02/17,-3,1,-20,-2,0,1
Kumamoto,2020/02/18,0,0,-5,-4,-1,1
Kumamoto,2020/02/19,1,1,10,1,0,0
Kumamoto,2020/02/20,4,2,13,3,1,0
Kumamoto,2020/02/21,-1,3,13,2,1,0
Kumamoto,2020/02/22,-1,8,-14,4,0,2
Kumamoto,2020/02/23,2,7,39,14,2,-1
Kumamoto,2020/02/24,19,3,58,6,-48,12
Kumamoto,2020/02/25,-2,6,-6,-1,0,1
Kumamoto,2020/02/26,-1,7,0,-5,1,1
Kumamoto,2020/02/27,6,21,3,-5,0,1
Kumamoto,2020/02/28,-4,11,-12,-15,0,3
Kumamoto,2020/02/29,-15,0,-52,-32,4,6
Kumamoto,2020/03/01,-14,-1,-41,-33,1,5
Kumamoto,2020/03/02,-7,2,0,-19,-1,3
Kumamoto,2020/03/03,-3,2,4,-16,-2,3
Kumamoto,2020/03/04,-8,-2,-13,-20,-3,4
Kumamoto,2020/03/05,-6,1,8,-17,-2,3
Kumamoto,2020/03/06,-11,-1,11,-19,-2,4
Kumamoto,2020/03/07,-14,-2,-30,-27,-2,7
Kumamoto,2020/03/08,-10,1,17,-19,-2,4
Kumamoto,2020/03/09,-9,-2,-6,-18,-2,4
Kumamoto,2020/03/10,-5,-1,-26,-19,-4,5
Kumamoto,2020/03/11,-1,3,13,-13,-3,3
Kumamoto,2020/03/12,-1,3,17,-12,-3,3
Kumamoto,2020/03/13,-5,0,-1,-18,-4,4
Kumamoto,2020/03/14,-6,3,-8,-18,-4,5
Kumamoto,2020/03/15,-8,1,5,-18,-2,4
Kumamoto,2020/03/16,-4,1,0,-13,-1,3
Kumamoto,2020/03/17,-2,1,11,-11,-3,3
Kumamoto,2020/03/18,-2,0,15,-11,-2,2
Kumamoto,2020/03/19,5,3,3,-6,-3,2
Kumamoto,2020/03/20,13,4,60,-4,-47,13
Kumamoto,2020/03/21,-5,4,31,-2,-5,3
Kumamoto,2020/03/22,-6,1,0,-13,-2,3
Kumamoto,2020/03/23,-1,0,15,-7,-2,2
Kumamoto,2020/03/24,3,1,21,-7,-4,3
Kumamoto,2020/03/25,5,5,28,-6,-4,2
Kumamoto,2020/03/26,1,3,-15,-10,-4,3
Kumamoto,2020/03/27,-7,-1,-25,-19,-5,6
Kumamoto,2020/03/28,-14,-1,-41,-26,-5,7
Kumamoto,2020/03/29,-13,4,36,-14,-1,4
Kumamoto,2020/03/30,-7,-1,-27,-17,-6,5
Kumamoto,2020/03/31,-2,3,4,-15,-5,4
Kumamoto,2020/04/01,-12,-2,-26,-24,-8,6
Kumamoto,2020/04/02,-7,3,29,-15,-8,4
Kumamoto,2020/04/03,-14,1,21,-19,-8,6
Kumamoto,2020/04/04,-16,4,23,-22,-8,7
Kumamoto,2020/04/05,-18,3,32,-25,-10,6
Kumamoto,2020/04/06,-10,3,13,-18,-8,5
Kumamoto,2020/04/07,-9,2,13,-21,-9,5
Kumamoto,2020/04/08,-13,-1,9,-22,-10,5
Kumamoto,2020/04/09,-11,0,7,-24,-12,6
Kumamoto,2020/04/10,-16,2,3,-28,-9,7
Kumamoto,2020/04/11,-20,4,-1,-34,-14,9
Kumamoto,2020/04/12,-31,-10,-60,-55,-17,11
Kumamoto,2020/04/13,-18,-2,-27,-33,-10,8
Kumamoto,2020/04/14,-15,-1,8,-28,-10,7
Kumamoto,2020/04/15,-13,4,6,-27,-11,7
Kumamoto,2020/04/16,-15,3,10,-28,-11,7
Kumamoto,2020/04/17,-22,-1,-17,-37,-12,10
Kumamoto,2020/04/18,-28,1,-9,-40,-14,11
Kumamoto,2020/04/19,-34,-8,-23,-49,-17,11
Kumamoto,2020/04/20,-21,-2,-9,-35,-12,9
Kumamoto,2020/04/21,-22,-2,2,-35,-14,9
Kumamoto,2020/04/22,-23,-3,0,-38,-15,9
Kumamoto,2020/04/23,-25,-3,-6,-37,-17,10
Kumamoto,2020/04/24,-27,0,-3,-41,-17,11
Kumamoto,2020/04/25,-32,0,-12,-43,-21,13
Kumamoto,2020/04/26,-37,-6,-13,-49,-23,11
Kumamoto,2020/04/27,-22,-1,-2,-36,-16,10
Kumamoto,2020/04/28,-18,2,4,-33,-18,9
Kumamoto,2020/04/29,-19,-5,19,-45,-57,17
Kumamoto,2020/04/30,-22,3,3,-35,-21,11
Kumamoto,2020/05/01,-27,0,-2,-41,-23,14
Kumamoto,2020/05/02,-35,-3,-16,-44,-23,14
Kumamoto,2020/05/03,-38,-9,-41,-54,-27,13
Kumamoto,2020/05/04,-15,-4,8,-44,-66,24
Kumamoto,2020/05/05,-12,-3,23,-40,-67,24
Kumamoto,2020/05/06,-21,-7,8,-48,-64,24
Kumamoto,2020/05/07,-22,-1,-2,-34,-16,10
Kumamoto,2020/05/08,-27,-1,-2,-39,-17,11
Kumamoto,2020/05/09,-32,-5,-37,-47,-14,13
Kyoto,2020/02/15,-3,2,-2,-5,2,0
Kyoto,2020/02/16,-11,-9,-27,-10,-3,3
Kyoto,2020/02/17,0,2,0,-1,0,1
Kyoto,2020/02/18,-5,0,-5,-3,-2,1
Kyoto,2020/02/19,-2,2,12,-3,0,0
Kyoto,2020/02/20,1,2,7,-2,0,0
Kyoto,2020/02/21,-1,2,11,-1,0,0
Kyoto,2020/02/22,-10,-6,-27,-10,-2,2
Kyoto,2020/02/23,5,6,16,3,0,-1
Kyoto,2020/02/24,22,4,61,-18,-55,13
Kyoto,2020/02/25,-4,4,-5,-2,0,0
Kyoto,2020/02/26,-4,2,4,-4,0,1
Kyoto,2020/02/27,-3,2,-8,-8,0,1
Kyoto,2020/02/28,-2,10,-2,-13,0,2
Kyoto,2020/02/29,-12,3,-37,-30,2,4
Kyoto,2020/03/01,-8,13,-3,-29,1,3
Kyoto,2020/03/02,-6,6,1,-16,1,2
Kyoto,2020/03/03,-4,8,8,-18,-2,3
Kyoto,2020/03/04,-14,-7,-25,-21,-4,5
Kyoto,2020/03/05,-8,2,-14,-21,-4,4
Kyoto,2020/03/06,-8,4,10,-21,-4,4
Kyoto,2020/03/07,-11,3,5,-30,-5,5
Kyoto,2020/03/08,-17,-4,-38,-38,-6,6
Kyoto,2020/03/09,-5,3,21,-17,-3,3
Kyoto,2020/03/10,-13,-5,-29,-21,-7,5
Kyoto,2020/03/11,-5,1,2,-18,-5,4
Kyoto,2020/03/12,1,7,26,-17,-5,3
Kyoto,2020/03/13,-3,4,19,-20,-6,4
Kyoto,2020/03/14,-13,-3,-36,-34,-8,6
Kyoto,2020/03/15,-8,4,-1,-29,-4,4
Kyoto,2020/03/16,-8,-1,-18,-19,-3,4
Kyoto,2020/03/17,-3,6,20,-16,-4,3
Kyoto,2020/03/18,-2,2,31,-15,-4,2
Kyoto,2020/03/19,7,7,29,-11,-4,1
Kyoto,2020/03/20,16,9,73,-29,-54,15
Kyoto,2020/03/21,-3,7,50,-19,-8,3
Kyoto,2020/03/22,-8,2,13,-25,-3,3
Kyoto,2020/03/23,-1,2,23,-15,-4,3
Kyoto,2020/03/24,-2,4,17,-16,-4,3
Kyoto,2020/03/25,3,6,49,-12,-5,2
Kyoto,2020/03/26,4,10,47,-13,-5,2
Kyoto,2020/03/27,-11,-3,-22,-22,-7,6
Kyoto,2020/03/28,-15,0,-17,-34,-6,6
Kyoto,2020/03/29,-10,7,12,-32,-3,4
Kyoto,2020/03/30,-6,4,14,-20,-7,4
Kyoto,2020/03/31,-6,7,25,-22,-7,4
Kyoto,2020/04/01,-23,-10,-26,-27,-10,7
Kyoto,2020/04/02,-12,7,14,-27,-10,5
Kyoto,2020/04/03,-16,7,40,-28,-10,6
Kyoto,2020/04/04,-22,7,35,-42,-12,7
Kyoto,2020/04/05,-25,6,12,-48,-12,7
Kyoto,2020/04/06,-17,7,15,-28,-9,6
Kyoto,2020/04/07,-17,6,19,-31,-12,6
Kyoto,2020/04/08,-22,1,19,-34,-15,7
Kyoto,2020/04/09,-22,2,10,-36,-14,8
Kyoto,2020/04/10,-26,3,-5,-40,-15,10
Kyoto,2020/04/11,-32,3,-11,-55,-22,11
Kyoto,2020/04/12,-47,-18,-67,-68,-24,12
Kyoto,2020/04/13,-37,-13,-50,-45,-18,12
Kyoto,2020/04/14,-24,5,1,-43,-18,10
Kyoto,2020/04/15,-24,5,15,-43,-20,10
Kyoto,2020/04/16,-26,4,7,-44,-21,10
Kyoto,2020/04/17,-30,3,-8,-48,-21,13
Kyoto,2020/04/18,-48,-10,-53,-66,-28,15
Kyoto,2020/04/19,-44,-3,-22,-64,-27,11
Kyoto,2020/04/20,-40,-8,-36,-50,-23,13
Kyoto,2020/04/21,-36,1,1,-50,-26,13
Kyoto,2020/04/22,-39,-4,-5,-52,-28,14
Kyoto,2020/04/23,-39,-5,-14,-53,-28,14
Kyoto,2020/04/24,-42,-2,-26,-54,-28,16
Kyoto,2020/04/25,-44,-1,-13,-62,-29,14
Kyoto,2020/04/26,-48,-8,-26,-67,-31,13
Kyoto,2020/04/27,-36,-3,-5,-50,-26,14
Kyoto,2020/04/28,-32,2,1,-50,-28,13
Kyoto,2020/04/29,-33,-5,26,-67,-66,21
Kyoto,2020/04/30,-31,2,3,-50,-33,15
Kyoto,2020/05/01,-37,1,0,-54,-36,18
Kyoto,2020/05/02,-45,-5,-18,-62,-32,14
Kyoto,2020/05/03,-47,-8,-31,-66,-33,13
Kyoto,2020/05/04,-30,-8,-7,-69,-72,27
Kyoto,2020/05/05,-27,0,26,-65,-72,26
Kyoto,2020/05/06,-38,-12,-12,-69,-70,27
Kyoto,2020/05/07,-34,-1,1,-46,-25,12
Kyoto,2020/05/08,-38,1,0,-49,-26,15
Kyoto,2020/05/09,-45,-7,-34,-61,-24,14
Mie,2020/02/15,-1,2,-10,-11,5,0
Mie,2020/02/16,-8,-5,-44,-18,-2,3
Mie,2020/02/17,-4,2,-11,-3,2,1
Mie,2020/02/18,0,2,-12,-3,0,1
Mie,2020/02/19,-1,0,0,-4,1,0
Mie,2020/02/20,4,5,-2,-3,1,0
Mie,2020/02/21,-2,1,3,-2,1,0
Mie,2020/02/22,-4,0,-27,-8,2,2
Mie,2020/02/23,2,8,8,4,0,0
Mie,2020/02/24,19,4,57,-6,-44,11
Mie,2020/02/25,2,7,-4,-3,1,0
Mie,2020/02/26,0,4,-1,-5,1,1
Mie,2020/02/27,-1,5,-5,-8,1,2
Mie,2020/02/28,1,12,-4,-14,2,1
Mie,2020/02/29,-6,8,-43,-33,3,4
Mie,2020/03/01,-6,10,-3,-28,4,3
Mie,2020/03/02,-6,8,-6,-20,1,3
Mie,2020/03/03,1,10,6,-19,-1,2
Mie,2020/03/04,-9,-2,-26,-25,-2,4
Mie,2020/03/05,-5,3,-17,-23,-2,4
Mie,2020/03/06,-6,2,6,-23,-2,4
Mie,2020/03/07,-7,5,3,-30,0,4
Mie,2020/03/08,-15,-6,-55,-43,-5,7
Mie,2020/03/09,-5,5,11,-18,-1,3
Mie,2020/03/10,-7,-1,-36,-24,-4,5
Mie,2020/03/11,-1,1,4,-19,-3,3
Mie,2020/03/12,0,7,20,-18,-3,3
Mie,2020/03/13,-3,3,12,-22,-3,3
Mie,2020/03/14,-8,0,-43,-35,-6,6
Mie,2020/03/15,-6,7,1,-27,-2,4
Mie,2020/03/16,-7,3,-19,-20,-2,4
Mie,2020/03/17,1,6,11,-16,-2,3
Mie,2020/03/18,-1,4,16,-17,-3,2
Mie,2020/03/19,5,7,12,-14,-3,2
