,date,prefecture,confirmed,tested,recovered,deaths,infected,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1263,2020-05-01,Miyagi,88,1910.0,50.0,0.0,38.0,-32.0,1.0,6.0,-55.0,-31.0,18.0
1264,2020-05-02,Miyagi,88,1910.0,61.0,0.0,27.0,-42.0,-6.0,5.0,-61.0,-31.0,15.0
1265,2020-05-03,Miyagi,88,1910.0,61.0,0.0,27.0,-41.0,-8.0,7.0,-62.0,-31.0,11.0
1266,2020-05-04,Miyagi,88,,61.0,0.0,27.0,-18.0,-5.0,28.0,-67.0,-74.0,29.0
1267,2020-05-05,Miyagi,88,1910.0,65.0,0.0,23.0,-15.0,1.0,34.0,-66.0,-74.0,29.0
1268,2020-05-06,Miyagi,88,1910.0,69.0,0.0,19.0,-24.0,-6.0,-13.0,-70.0,-72.0,29.0
1269,2020-05-07,Miyagi,88,2166.0,72.0,0.0,16.0,-26.0,-1.0,9.0,-47.0,-20.0,12.0
1270,2020-05-08,Miyagi,88,2183.0,75.0,0.0,13.0,-29.0,-2.0,16.0,-50.0,-21.0,14.0
1271,2020-05-09,Miyagi,88,2183.0,8.0,,,-33.0,-4.0,9.0,-55.0,-18.0,11.0
1272,2020-03-18,Miyazaki,3,143.0,0.0,0.0,3.0,-4.0,2.0,7.0,-10.0,-1.0,3.0
1273,2020-03-19,Miyazaki,3,170.0,0.0,0.0,3.0,3.0,6.0,1.0,-6.0,-1.0,1.0
1274,2020-03-20,Miyazaki,3,179.0,0.0,0.0,3.0,12.0,7.0,49.0,-3.0,-48.0,13.0
1275,2020-03-21,Miyazaki,3,186.0,0.0,0.0,3.0,-8.0,3.0,22.0,-9.0,-7.0,3.0
1276,2020-03-22,Miyazaki,3,189.0,0.0,0.0,3.0,-11.0,-1.0,-38.0,-22.0,-2.0,5.0
1277,2020-03-23,Miyazaki,3,197.0,0.0,0.0,3.0,-3.0,0.0,9.0,-9.0,0.0,2.0
1278,2020-03-24,Miyazaki,3,205.0,,,,0.0,2.0,6.0,-9.0,-2.0,2.0
1279,2020-03-25,Miyazaki,3,222.0,1.0,0.0,2.0,5.0,6.0,13.0,-8.0,-5.0,2.0
1280,2020-03-26,Miyazaki,3,235.0,1.0,0.0,2.0,-2.0,4.0,-20.0,-15.0,-3.0,3.0
1281,2020-03-27,Miyazaki,3,236.0,1.0,0.0,2.0,-4.0,2.0,-23.0,-19.0,-3.0,4.0
1282,2020-03-28,Miyazaki,3,241.0,1.0,0.0,2.0,-11.0,0.0,-31.0,-30.0,-4.0,6.0
1283,2020-03-29,Miyazaki,3,242.0,1.0,0.0,2.0,-7.0,7.0,4.0,-15.0,2.0,3.0
1284,2020-03-30,Miyazaki,3,272.0,1.0,0.0,2.0,-4.0,-1.0,-33.0,-17.0,-3.0,4.0
1285,2020-03-31,Miyazaki,3,284.0,1.0,0.0,2.0,-2.0,4.0,-16.0,-16.0,-3.0,4.0
1286,2020-04-01,Miyazaki,3,284.0,1.0,0.0,2.0,-6.0,1.0,-5.0,-20.0,-4.0,3.0
1287,2020-04-02,Miyazaki,3,326.0,1.0,0.0,2.0,-6.0,2.0,32.0,-17.0,-5.0,3.0
1288,2020-04-03,Miyazaki,4,338.0,2.0,0.0,2.0,-9.0,2.0,18.0,-20.0,-5.0,4.0
1289,2020-04-04,Miyazaki,4,346.0,2.0,0.0,2.0,-13.0,5.0,24.0,-27.0,-7.0,5.0
1290,2020-04-05,Miyazaki,6,356.0,2.0,0.0,4.0,-13.0,5.0,19.0,-27.0,-6.0,5.0
1291,2020-04-06,Miyazaki,7,425.0,3.0,0.0,4.0,-7.0,4.0,14.0,-16.0,-5.0,3.0
1292,2020-04-07,Miyazaki,7,453.0,3.0,0.0,4.0,-9.0,3.0,3.0,-21.0,-6.0,4.0
1293,2020-04-08,Miyazaki,12,498.0,3.0,0.0,9.0,-12.0,1.0,8.0,-24.0,-7.0,4.0
1294,2020-04-09,Miyazaki,16,545.0,3.0,0.0,13.0,-12.0,1.0,8.0,-25.0,-9.0,5.0
1295,2020-04-10,Miyazaki,16,585.0,3.0,0.0,13.0,-11.0,3.0,0.0,-27.0,-9.0,6.0
1296,2020-04-11,Miyazaki,17,612.0,3.0,0.0,14.0,-17.0,4.0,0.0,-36.0,-13.0,8.0
1297,2020-04-12,Miyazaki,17,612.0,3.0,0.0,14.0,-28.0,-7.0,-63.0,-55.0,-14.0,11.0
1298,2020-04-13,Miyazaki,17,703.0,3.0,0.0,14.0,-14.0,-1.0,-15.0,-27.0,-5.0,6.0
1299,2020-04-14,Miyazaki,17,733.0,3.0,0.0,14.0,-14.0,-1.0,1.0,-25.0,-6.0,5.0
1300,2020-04-15,Miyazaki,17,790.0,4.0,0.0,13.0,-11.0,6.0,1.0,-24.0,-7.0,5.0
1301,2020-04-16,Miyazaki,17,802.0,4.0,0.0,13.0,-14.0,4.0,9.0,-25.0,-7.0,5.0
1302,2020-04-17,Miyazaki,17,841.0,4.0,0.0,13.0,-19.0,2.0,-15.0,-34.0,-7.0,7.0
1303,2020-04-18,Miyazaki,17,841.0,4.0,0.0,13.0,-23.0,2.0,-8.0,-37.0,-11.0,9.0
1304,2020-04-19,Miyazaki,17,841.0,4.0,0.0,13.0,-27.0,-4.0,-26.0,-42.0,-12.0,9.0
1305,2020-04-20,Miyazaki,17,925.0,4.0,0.0,13.0,-17.0,-2.0,-10.0,-26.0,-6.0,6.0
1306,2020-04-21,Miyazaki,17,943.0,4.0,0.0,13.0,-18.0,1.0,-9.0,-30.0,-9.0,7.0
1307,2020-04-22,Miyazaki,17,965.0,4.0,0.0,13.0,-20.0,-1.0,-8.0,-30.0,-10.0,7.0
1308,2020-04-23,Miyazaki,17,993.0,7.0,0.0,10.0,-21.0,-1.0,-12.0,-31.0,-10.0,8.0
1309,2020-04-24,Miyazaki,17,1010.0,7.0,0.0,10.0,-22.0,1.0,-14.0,-34.0,-10.0,8.0
1310,2020-04-25,Miyazaki,17,1010.0,7.0,0.0,10.0,-27.0,1.0,-18.0,-39.0,-17.0,11.0
1311,2020-04-26,Miyazaki,17,1010.0,8.0,0.0,9.0,-32.0,-3.0,-29.0,-43.0,-19.0,10.0
1312,2020-04-27,Miyazaki,17,1053.0,9.0,0.0,8.0,-18.0,-1.0,-8.0,-30.0,-11.0,8.0
1313,2020-04-28,Miyazaki,17,1068.0,10.0,0.0,7.0,-14.0,3.0,-10.0,-31.0,-12.0,7.0
1314,2020-04-29,Miyazaki,17,1068.0,10.0,0.0,7.0,-14.0,0.0,14.0,-42.0,-55.0,16.0
1315,2020-04-30,Miyazaki,17,1105.0,11.0,0.0,6.0,-19.0,5.0,0.0,-36.0,-16.0,9.0
1316,2020-05-01,Miyazaki,17,1122.0,11.0,0.0,6.0,-25.0,2.0,-9.0,-39.0,-18.0,11.0
1317,2020-05-02,Miyazaki,17,1122.0,11.0,0.0,6.0,-31.0,0.0,-18.0,-47.0,-19.0,12.0
1318,2020-05-03,Miyazaki,17,1122.0,11.0,0.0,6.0,-36.0,-9.0,-64.0,-62.0,-23.0,13.0
1319,2020-05-04,Miyazaki,17,,11.0,0.0,6.0,-10.0,0.0,5.0,-40.0,-64.0,22.0
1320,2020-05-05,Miyazaki,17,1122.0,11.0,0.0,6.0,-9.0,3.0,12.0,-39.0,-65.0,22.0
1321,2020-05-06,Miyazaki,17,1122.0,11.0,0.0,6.0,-18.0,-2.0,4.0,-46.0,-62.0,23.0
1322,2020-05-07,Miyazaki,17,1192.0,11.0,0.0,6.0,-20.0,1.0,-6.0,-34.0,-11.0,7.0
1323,2020-05-08,Miyazaki,17,1213.0,11.0,,,-23.0,0.0,-12.0,-38.0,-12.0,9.0
1324,2020-05-09,Miyazaki,17,3466.0,5.0,,,-27.0,-2.0,-33.0,-50.0,-11.0,11.0
1325,2020-03-18,Nagano,4,295.0,0.0,0.0,4.0,1.0,3.0,13.0,-16.0,-4.0,3.0
1326,2020-03-19,Nagano,4,306.0,0.0,0.0,4.0,9.0,7.0,14.0,-8.0,-3.0,1.0
1327,2020-03-20,Nagano,4,306.0,1.0,0.0,3.0,17.0,11.0,23.0,-12.0,-51.0,16.0
1328,2020-03-21,Nagano,4,306.0,1.0,0.0,3.0,-2.0,7.0,31.0,-11.0,-6.0,3.0
1329,2020-03-22,Nagano,4,306.0,1.0,0.0,3.0,-6.0,3.0,-15.0,-12.0,0.0,3.0
1330,2020-03-23,Nagano,4,336.0,1.0,0.0,3.0,-1.0,1.0,10.0,-13.0,-2.0,2.0
1331,2020-03-24,Nagano,5,339.0,,,,1.0,2.0,-5.0,-16.0,-3.0,3.0
1332,2020-03-25,Nagano,5,339.0,2.0,0.0,3.0,4.0,7.0,16.0,-13.0,-4.0,2.0
1333,2020-03-26,Nagano,5,371.0,2.0,0.0,3.0,3.0,10.0,26.0,-11.0,-4.0,2.0
1334,2020-03-27,Nagano,6,396.0,2.0,0.0,4.0,-3.0,5.0,-6.0,-20.0,-5.0,5.0
1335,2020-03-28,Nagano,6,397.0,3.0,0.0,3.0,-11.0,3.0,-25.0,-33.0,-3.0,5.0
1336,2020-03-29,Nagano,8,397.0,3.0,0.0,5.0,-31.0,-11.0,-56.0,-44.0,-4.0,8.0
1337,2020-03-30,Nagano,8,475.0,3.0,0.0,5.0,-4.0,4.0,-11.0,-22.0,-6.0,4.0
1338,2020-03-31,Nagano,8,506.0,3.0,0.0,5.0,0.0,8.0,0.0,-24.0,-4.0,4.0
1339,2020-04-01,Nagano,9,506.0,3.0,0.0,6.0,-13.0,0.0,-23.0,-29.0,-6.0,5.0
1340,2020-04-02,Nagano,9,596.0,3.0,0.0,6.0,-8.0,4.0,0.0,-27.0,-7.0,5.0
1341,2020-04-03,Nagano,10,667.0,4.0,0.0,6.0,-11.0,3.0,17.0,-29.0,-6.0,5.0
1342,2020-04-04,Nagano,11,669.0,4.0,0.0,7.0,-16.0,4.0,8.0,-38.0,-7.0,6.0
1343,2020-04-05,Nagano,12,670.0,4.0,0.0,8.0,-18.0,5.0,-7.0,-42.0,-7.0,6.0
1344,2020-04-06,Nagano,14,736.0,4.0,0.0,10.0,-9.0,3.0,9.0,-26.0,-9.0,5.0
1345,2020-04-07,Nagano,14,762.0,3.0,0.0,11.0,-9.0,5.0,10.0,-24.0,-6.0,4.0
1346,2020-04-08,Nagano,19,783.0,3.0,0.0,16.0,-15.0,4.0,11.0,-26.0,-6.0,4.0
1347,2020-04-09,Nagano,21,841.0,3.0,0.0,18.0,-16.0,2.0,7.0,-27.0,-6.0,5.0
1348,2020-04-10,Nagano,28,892.0,3.0,0.0,25.0,-19.0,2.0,-3.0,-38.0,-8.0,7.0
1349,2020-04-11,Nagano,28,899.0,3.0,0.0,25.0,-27.0,0.0,4.0,-50.0,-16.0,10.0
1350,2020-04-12,Nagano,29,899.0,3.0,0.0,26.0,-31.0,-2.0,-18.0,-56.0,-14.0,9.0
1351,2020-04-13,Nagano,34,1068.0,4.0,0.0,30.0,-30.0,-10.0,-40.0,-42.0,-9.0,9.0
1352,2020-04-14,Nagano,35,1106.0,4.0,0.0,31.0,-17.0,2.0,0.0,-36.0,-9.0,7.0
1353,2020-04-15,Nagano,36,1159.0,4.0,0.0,32.0,-16.0,6.0,23.0,-35.0,-10.0,7.0
1354,2020-04-16,Nagano,45,1219.0,4.0,0.0,41.0,-19.0,3.0,13.0,-37.0,-11.0,7.0
1355,2020-04-17,Nagano,47,1271.0,4.0,0.0,43.0,-24.0,2.0,3.0,-44.0,-12.0,10.0
1356,2020-04-18,Nagano,47,1273.0,4.0,0.0,43.0,-44.0,-14.0,-60.0,-66.0,-18.0,14.0
1357,2020-04-19,Nagano,52,1273.0,4.0,0.0,48.0,-35.0,-4.0,-10.0,-57.0,-15.0,10.0
1358,2020-04-20,Nagano,52,1401.0,6.0,0.0,46.0,-29.0,-6.0,-29.0,-46.0,-12.0,10.0
1359,2020-04-21,Nagano,54,1417.0,6.0,0.0,48.0,-24.0,-2.0,5.0,-43.0,-13.0,9.0
1360,2020-04-22,Nagano,56,1468.0,6.0,0.0,50.0,-28.0,-4.0,-5.0,-45.0,-14.0,9.0
1361,2020-04-23,Nagano,59,1514.0,8.0,0.0,51.0,-29.0,-4.0,-5.0,-45.0,-14.0,10.0
1362,2020-04-24,Nagano,67,1548.0,8.0,0.0,59.0,-32.0,-2.0,-13.0,-51.0,-15.0,12.0
1363,2020-04-25,Nagano,66,1552.0,8.0,0.0,58.0,-38.0,-6.0,-14.0,-61.0,-21.0,12.0
1364,2020-04-26,Nagano,66,1553.0,17.0,0.0,49.0,-42.0,-10.0,-33.0,-67.0,-22.0,12.0
1365,2020-04-27,Nagano,66,1680.0,17.0,0.0,49.0,-26.0,-2.0,-2.0,-47.0,-16.0,10.0
1366,2020-04-28,Nagano,66,1703.0,17.0,0.0,49.0,-20.0,3.0,1.0,-48.0,-17.0,9.0
1367,2020-04-29,Nagano,66,1703.0,17.0,0.0,49.0,-22.0,-6.0,18.0,-62.0,-57.0,19.0
1368,2020-04-30,Nagano,66,1798.0,17.0,0.0,49.0,-22.0,4.0,5.0,-49.0,-23.0,12.0
1369,2020-05-01,Nagano,66,1818.0,17.0,0.0,49.0,-26.0,1.0,3.0,-55.0,-28.0,16.0
1370,2020-05-02,Nagano,69,1818.0,23.0,0.0,46.0,-39.0,-6.0,-17.0,-64.0,-24.0,13.0
1371,2020-05-03,Nagano,70,1818.0,23.0,0.0,47.0,-39.0,-7.0,-18.0,-67.0,-24.0,10.0
1372,2020-05-04,Nagano,72,,28.0,0.0,44.0,-14.0,-3.0,10.0,-68.0,-72.0,27.0
1373,2020-05-05,Nagano,72,1818.0,28.0,0.0,44.0,-10.0,3.0,26.0,-64.0,-72.0,27.0
1374,2020-05-06,Nagano,73,1818.0,32.0,0.0,41.0,-27.0,-10.0,-31.0,-71.0,-70.0,29.0
1375,2020-05-07,Nagano,73,2027.0,34.0,0.0,39.0,-25.0,0.0,-2.0,-49.0,-18.0,11.0
1376,2020-05-08,Nagano,74,2054.0,37.0,,,-28.0,-1.0,5.0,-51.0,-18.0,12.0
1377,2020-05-09,Nagano,74,2054.0,37.0,2.0,35.0,-38.0,-8.0,-29.0,-65.0,-10.0,11.0
1378,2020-03-18,Nagasaki,1,200.0,0.0,0.0,1.0,2.0,3.0,14.0,-10.0,-2.0,2.0
1379,2020-03-19,Nagasaki,1,213.0,0.0,0.0,1.0,7.0,6.0,7.0,-6.0,-1.0,0.0
1380,2020-03-20,Nagasaki,1,213.0,0.0,0.0,1.0,13.0,7.0,34.0,-17.0,-46.0,12.0
1381,2020-03-21,Nagasaki,1,213.0,0.0,0.0,1.0,-3.0,6.0,25.0,-13.0,-5.0,2.0
1382,2020-03-22,Nagasaki,1,213.0,0.0,0.0,1.0,-7.0,1.0,-3.0,-16.0,-2.0,3.0
1383,2020-03-23,Nagasaki,1,246.0,0.0,0.0,1.0,-2.0,4.0,15.0,-6.0,0.0,2.0
1384,2020-03-24,Nagasaki,1,253.0,,,,1.0,3.0,8.0,-7.0,-1.0,2.0
1385,2020-03-25,Nagasaki,2,266.0,0.0,0.0,2.0,6.0,8.0,23.0,-3.0,-2.0,1.0
1386,2020-03-26,Nagasaki,2,279.0,0.0,0.0,2.0,-3.0,1.0,-19.0,-12.0,-3.0,3.0
1387,2020-03-27,Nagasaki,2,292.0,0.0,0.0,2.0,-9.0,-3.0,-31.0,-17.0,-5.0,5.0
1388,2020-03-28,Nagasaki,2,292.0,0.0,0.0,2.0,-10.0,1.0,-33.0,-24.0,-4.0,5.0
1389,2020-03-29,Nagasaki,2,292.0,0.0,0.0,2.0,-3.0,8.0,30.0,-12.0,3.0,2.0
1390,2020-03-30,Nagasaki,2,331.0,0.0,0.0,2.0,-3.0,4.0,-11.0,-11.0,-2.0,3.0
1391,2020-03-31,Nagasaki,2,351.0,1.0,0.0,1.0,-1.0,6.0,-2.0,-11.0,-2.0,2.0
1392,2020-04-01,Nagasaki,5,351.0,1.0,0.0,4.0,-9.0,2.0,-17.0,-20.0,-5.0,4.0
1393,2020-04-02,Nagasaki,5,429.0,1.0,0.0,4.0,-7.0,6.0,19.0,-17.0,-6.0,3.0
1394,2020-04-03,Nagasaki,7,505.0,2.0,0.0,5.0,-12.0,4.0,8.0,-21.0,-6.0,5.0
1395,2020-04-04,Nagasaki,8,505.0,2.0,0.0,6.0,-16.0,7.0,18.0,-32.0,-7.0,6.0
1396,2020-04-05,Nagasaki,9,505.0,2.0,0.0,7.0,-15.0,8.0,29.0,-34.0,-7.0,6.0
1397,2020-04-06,Nagasaki,9,665.0,2.0,0.0,7.0,-11.0,6.0,15.0,-18.0,-4.0,4.0
1398,2020-04-07,Nagasaki,9,709.0,2.0,0.0,7.0,-8.0,5.0,2.0,-20.0,-8.0,4.0
1399,2020-04-08,Nagasaki,12,813.0,2.0,0.0,10.0,-9.0,4.0,8.0,-21.0,-10.0,4.0
1400,2020-04-09,Nagasaki,14,880.0,2.0,0.0,12.0,-13.0,4.0,3.0,-24.0,-7.0,5.0
1401,2020-04-10,Nagasaki,14,933.0,2.0,0.0,12.0,-15.0,3.0,-8.0,-26.0,-7.0,5.0
1402,2020-04-11,Nagasaki,14,933.0,2.0,0.0,12.0,-18.0,5.0,-6.0,-40.0,-13.0,8.0
1403,2020-04-12,Nagasaki,14,933.0,2.0,0.0,12.0,-27.0,-5.0,-48.0,-53.0,-14.0,10.0
1404,2020-04-13,Nagasaki,14,1106.0,2.0,0.0,12.0,-20.0,-1.0,-28.0,-31.0,-5.0,6.0
1405,2020-04-14,Nagasaki,14,1142.0,2.0,0.0,12.0,-13.0,2.0,-7.0,-26.0,-7.0,5.0
1406,2020-04-15,Nagasaki,15,1221.0,2.0,0.0,13.0,-11.0,8.0,-1.0,-24.0,-7.0,4.0
1407,2020-04-16,Nagasaki,16,1258.0,2.0,0.0,14.0,-13.0,7.0,0.0,-26.0,-7.0,5.0
1408,2020-04-17,Nagasaki,17,1325.0,2.0,0.0,15.0,-21.0,0.0,-27.0,-33.0,-8.0,8.0
1409,2020-04-18,Nagasaki,17,1325.0,2.0,0.0,15.0,-25.0,2.0,-13.0,-48.0,-12.0,9.0
1410,2020-04-19,Nagasaki,17,1325.0,2.0,0.0,15.0,-32.0,-7.0,-33.0,-57.0,-16.0,11.0
1411,2020-04-20,Nagasaki,18,1461.0,4.0,0.0,14.0,-20.0,1.0,-10.0,-32.0,-6.0,6.0
1412,2020-04-21,Nagasaki,17,1551.0,5.0,0.0,12.0,-21.0,0.0,-14.0,-36.0,-10.0,7.0
1413,2020-04-22,Nagasaki,16,1612.0,5.0,0.0,11.0,-25.0,-4.0,-12.0,-39.0,-12.0,8.0
1414,2020-04-23,Nagasaki,16,1676.0,5.0,1.0,10.0,-26.0,-3.0,-18.0,-42.0,-13.0,9.0
1415,2020-04-24,Nagasaki,16,1728.0,6.0,1.0,9.0,-26.0,0.0,-17.0,-44.0,-13.0,10.0
1416,2020-04-25,Nagasaki,16,1728.0,6.0,1.0,9.0,-33.0,-1.0,-21.0,-53.0,-18.0,12.0
1417,2020-04-26,Nagasaki,16,1728.0,6.0,1.0,9.0,-36.0,-5.0,-17.0,-57.0,-21.0,11.0
1418,2020-04-27,Nagasaki,16,1851.0,8.0,1.0,7.0,-25.0,-1.0,-4.0,-40.0,-13.0,9.0
1419,2020-04-28,Nagasaki,16,1911.0,9.0,1.0,6.0,-21.0,2.0,-9.0,-41.0,-16.0,8.0
1420,2020-04-29,Nagasaki,17,1911.0,9.0,1.0,7.0,-21.0,-4.0,10.0,-56.0,-56.0,16.0
1421,2020-04-30,Nagasaki,17,2008.0,9.0,1.0,7.0,-21.0,4.0,-1.0,-38.0,-20.0,10.0
1422,2020-05-01,Nagasaki,17,2050.0,9.0,1.0,7.0,-28.0,-1.0,-10.0,-43.0,-22.0,13.0
1423,2020-05-02,Nagasaki,17,2050.0,9.0,1.0,7.0,-34.0,-3.0,-15.0,-51.0,-22.0,12.0
1424,2020-05-03,Nagasaki,17,2050.0,10.0,1.0,6.0,-41.0,-14.0,-56.0,-64.0,-28.0,14.0
1425,2020-05-04,Nagasaki,17,,10.0,1.0,6.0,-16.0,-1.0,1.0,-56.0,-64.0,23.0
1426,2020-05-05,Nagasaki,17,2050.0,10.0,1.0,6.0,-14.0,-1.0,6.0,-54.0,-65.0,23.0
1427,2020-05-06,Nagasaki,17,2050.0,10.0,1.0,6.0,-21.0,-6.0,4.0,-56.0,-62.0,23.0
1428,2020-05-07,Nagasaki,17,2215.0,10.0,1.0,6.0,-21.0,-1.0,-7.0,-36.0,-12.0,8.0
1429,2020-05-08,Nagasaki,17,2878.0,14.0,1.0,2.0,-24.0,-2.0,-12.0,-38.0,-12.0,9.0
1430,2020-05-09,Nagasaki,17,2320.0,2.0,0.0,15.0,-32.0,-7.0,-50.0,-54.0,-12.0,12.0
1431,2020-03-18,Nara,8,163.0,2.0,0.0,6.0,-1.0,8.0,26.0,-8.0,-4.0,2.0
1432,2020-03-19,Nara,8,176.0,2.0,0.0,6.0,6.0,9.0,21.0,-7.0,-5.0,1.0
1433,2020-03-20,Nara,8,177.0,2.0,0.0,6.0,25.0,20.0,70.0,-29.0,-55.0,14.0
1434,2020-03-21,Nara,8,184.0,2.0,0.0,6.0,1.0,11.0,39.0,-15.0,-8.0,3.0
1435,2020-03-22,Nara,9,187.0,2.0,0.0,7.0,-5.0,8.0,24.0,-21.0,-4.0,3.0
1436,2020-03-23,Nara,9,205.0,3.0,0.0,6.0,-2.0,5.0,16.0,-9.0,-3.0,3.0
1437,2020-03-24,Nara,9,214.0,,,,1.0,6.0,9.0,-12.0,-4.0,3.0
1438,2020-03-25,Nara,9,225.0,3.0,0.0,6.0,5.0,10.0,33.0,-6.0,-5.0,2.0
1439,2020-03-26,Nara,9,231.0,3.0,0.0,6.0,4.0,13.0,40.0,-8.0,-6.0,2.0
1440,2020-03-27,Nara,9,253.0,3.0,0.0,6.0,-7.0,2.0,-30.0,-13.0,-7.0,5.0
1441,2020-03-28,Nara,11,263.0,8.0,0.0,3.0,-9.0,4.0,-39.0,-32.0,-8.0,6.0
1442,2020-03-29,Nara,11,263.0,8.0,0.0,3.0,-7.0,11.0,10.0,-27.0,-5.0,4.0
1443,2020-03-30,Nara,11,292.0,8.0,0.0,3.0,-5.0,5.0,-18.0,-14.0,-6.0,5.0
1444,2020-03-31,Nara,11,314.0,8.0,0.0,3.0,2.0,11.0,25.0,-15.0,-6.0,4.0
1445,2020-04-01,Nara,15,314.0,8.0,0.0,7.0,-18.0,-2.0,-30.0,-18.0,-9.0,6.0
1446,2020-04-02,Nara,19,355.0,8.0,0.0,11.0,-6.0,11.0,23.0,-16.0,-9.0,5.0
1447,2020-04-03,Nara,21,359.0,8.0,0.0,13.0,-8.0,10.0,49.0,-14.0,-8.0,5.0
1448,2020-04-04,Nara,24,364.0,8.0,0.0,16.0,-8.0,16.0,53.0,-28.0,-10.0,6.0
1449,2020-04-05,Nara,25,368.0,8.0,0.0,17.0,-13.0,16.0,55.0,-30.0,-9.0,6.0
1450,2020-04-06,Nara,26,374.0,8.0,0.0,18.0,-11.0,12.0,28.0,-16.0,-7.0,5.0
1451,2020-04-07,Nara,28,452.0,8.0,0.0,20.0,-8.0,10.0,28.0,-21.0,-11.0,6.0
1452,2020-04-08,Nara,30,482.0,8.0,0.0,22.0,-13.0,11.0,30.0,-23.0,-13.0,6.0
1453,2020-04-09,Nara,34,509.0,8.0,0.0,26.0,-13.0,7.0,24.0,-26.0,-15.0,7.0
1454,2020-04-10,Nara,37,523.0,8.0,0.0,29.0,-16.0,8.0,3.0,-27.0,-14.0,9.0
1455,2020-04-11,Nara,39,539.0,8.0,0.0,31.0,-17.0,12.0,5.0,-44.0,-19.0,9.0
1456,2020-04-12,Nara,41,539.0,8.0,0.0,33.0,-37.0,-10.0,-65.0,-60.0,-21.0,12.0
1457,2020-04-13,Nara,44,618.0,8.0,0.0,36.0,-29.0,-7.0,-51.0,-36.0,-16.0,11.0
1458,2020-04-14,Nara,47,641.0,8.0,0.0,39.0,-14.0,9.0,7.0,-35.0,-17.0,9.0
1459,2020-04-15,Nara,53,676.0,9.0,1.0,43.0,-12.0,14.0,21.0,-32.0,-17.0,9.0
1460,2020-04-16,Nara,54,733.0,9.0,1.0,44.0,-14.0,10.0,18.0,-34.0,-18.0,10.0
1461,2020-04-17,Nara,56,777.0,12.0,1.0,43.0,-18.0,9.0,-8.0,-38.0,-19.0,11.0
1462,2020-04-18,Nara,60,777.0,12.0,1.0,47.0,-34.0,-5.0,-51.0,-57.0,-23.0,14.0
1463,2020-04-19,Nara,62,777.0,14.0,1.0,47.0,-33.0,-1.0,6.0,-52.0,-21.0,10.0
1464,2020-04-20,Nara,64,919.0,14.0,1.0,49.0,-27.0,-1.0,-21.0,-39.0,-19.0,12.0
1465,2020-04-21,Nara,73,1020.0,14.0,1.0,58.0,-25.0,2.0,9.0,-41.0,-22.0,12.0
1466,2020-04-22,Nara,75,1071.0,14.0,1.0,60.0,-29.0,-1.0,-1.0,-41.0,-24.0,12.0
1467,2020-04-23,Nara,76,1140.0,14.0,1.0,61.0,-31.0,-3.0,-8.0,-43.0,-25.0,13.0
1468,2020-04-24,Nara,76,1173.0,14.0,1.0,61.0,-30.0,2.0,-11.0,-42.0,-24.0,14.0
1469,2020-04-25,Nara,76,1173.0,14.0,1.0,61.0,-32.0,0.0,-13.0,-54.0,-25.0,12.0
1470,2020-04-26,Nara,76,1173.0,14.0,1.0,61.0,-38.0,-5.0,-11.0,-56.0,-25.0,11.0
1471,2020-04-27,Nara,78,1329.0,14.0,1.0,63.0,-27.0,1.0,-8.0,-40.0,-23.0,13.0
1472,2020-04-28,Nara,80,1397.0,14.0,1.0,65.0,-21.0,4.0,-1.0,-42.0,-25.0,11.0
1473,2020-04-29,Nara,82,1397.0,14.0,1.0,67.0,-17.0,1.0,24.0,-63.0,-64.0,20.0
1474,2020-04-30,Nara,82,1508.0,14.0,1.0,67.0,-20.0,8.0,0.0,-43.0,-30.0,14.0
1475,2020-05-01,Nara,85,1605.0,14.0,1.0,70.0,-24.0,4.0,-4.0,-46.0,-32.0,16.0
1476,2020-05-02,Nara,86,1605.0,38.0,1.0,47.0,-34.0,-2.0,-22.0,-57.0,-29.0,13.0
1477,2020-05-03,Nara,87,1605.0,38.0,1.0,48.0,-37.0,-5.0,-24.0,-61.0,-28.0,11.0
1478,2020-05-04,Nara,87,,38.0,2.0,47.0,-15.0,2.0,2.0,-69.0,-71.0,26.0
1479,2020-05-05,Nara,88,1605.0,38.0,2.0,48.0,-10.0,8.0,26.0,-66.0,-71.0,25.0
1480,2020-05-06,Nara,88,1605.0,38.0,2.0,48.0,-23.0,-3.0,-3.0,-68.0,-70.0,26.0
1481,2020-05-07,Nara,89,1907.0,52.0,2.0,35.0,-25.0,1.0,-3.0,-39.0,-22.0,11.0
1482,2020-05-08,Nara,89,2035.0,62.0,2.0,25.0,-28.0,0.0,-6.0,-39.0,-22.0,13.0
1483,2020-05-09,Nara,90,2035.0,22.0,,,-33.0,-4.0,-33.0,-53.0,-19.0,12.0
1484,2020-03-18,Niigata,21,,1.0,0.0,20.0,0.0,3.0,8.0,-18.0,-2.0,3.0
1485,2020-03-19,Niigata,21,647.0,1.0,0.0,20.0,11.0,9.0,39.0,-10.0,-3.0,1.0
1486,2020-03-20,Niigata,21,647.0,1.0,0.0,20.0,13.0,7.0,-13.0,-30.0,-56.0,20.0
1487,2020-03-21,Niigata,26,647.0,2.0,0.0,24.0,-3.0,2.0,19.0,-19.0,-5.0,4.0
